filename,Mouse_ID,Session_type,Sex,PeakAccuracy
SHANK3B_004_75_47_Bandit80_20250825.csv,SHANK3B_004_75_47,Bandit80,M,0.866666667
SHANK3B_004_77_56_Bandit80_20250825.csv,SHANK3B_004_77_56,Bandit80,M,0.7125
WAC_006_198_77_Bandit80_20251027.csv,WAC_006_198_77,Bandit80,M,0.8
WAC_006_199_93_Bandit80_20251027.csv,WAC_006_199_93,Bandit80,M,0.855555556
WAC_006_199_95_Bandit80_20251027.csv,WAC_006_199_95,Bandit80,F,0.6875
WAC_006_200_85_Bandit80_20251027.csv,WAC_006_200_85,Bandit80,F,0.4875
WAC_006_200_87_Bandit80_20251027.csv,WAC_006_200_87,Bandit80,M,0.733333333
WAC_006_201_83_Bandit80_20251027.csv,WAC_006_201_83,Bandit80,F,0.75
WAC_006_201_84_Bandit80_20251027.csv,WAC_006_201_84,Bandit80,F,0.677777778
WAC_006_203_6_Bandit80_20251027.csv,WAC_006_203_6,Bandit80,F,0.8125
WAC_006_235_13_Bandit80_20251027.csv,WAC_006_235_13,Bandit80,F,0.742857143
WAC_006_235_20_Bandit80_20251027.csv,WAC_006_235_20,Bandit80,F,0.7375
WAC_006_260_25_Bandit80_20251027.csv,WAC_006_260_25,Bandit80,M,0.7
WAC_006_264_30_Bandit80_20251027.csv,WAC_006_264_30,Bandit80,M,0.5875
