filename,PeakAccuracy,TotalAccuracy,Total_pellets,Total_pokes,PokesPerPellet,RetrievalTime,PokeTime,Win-stay,Lose-shift,Lose-stay,daily pellets,PeakAccuracy_Day,PeakAccuracy_Night,Win-stay_Day,Win-stay_Night,Lose-shift_Day,Lose-shift_Night,Session_type,Mouse_ID,Sex
CDKL5_005_183_74_Bandit100_20251006.csv,8000.0,70.03610108303249,194,277,1.4278350515463918,0.98,0.22,91.30434782608695,38.46153846153847,61.53846153846154,199.78783508349522,7333.333333333333,8666.666666666668,89.13043478260869,92.17391304347827,33.33333333333333,40.0,Bandit100,CDKL5_005_183_74,F
CDKL5_005_183_75_Bandit100_20251006.csv,7875.0,68.50393700787401,173,255,1.4739884393063585,0.73,0.16,86.5079365079365,52.94117647058824,47.05882352941176,175.26172211989086,6250.0,8000.0,87.5,86.04651162790698,75.0,46.15384615384615,Bandit100,CDKL5_005_183_75,F
CDKL5_005_184_3_Bandit100_20251006.csv,6777.777777777778,61.46788990825688,200,328,1.64,0.61,0.11,75.0,55.26315789473685,44.73684210526316,208.9794346638428,8666.666666666666,6000.000000000001,75.47169811320755,74.71264367816092,57.14285714285714,56.666666666666664,Bandit100,CDKL5_005_184_3,F
CDKL5_005_186_53_Bandit100_20251006.csv,6714.285714285714,61.97718631178707,162,264,1.6296296296296295,0.67,0.17,92.24137931034483,27.77777777777778,72.22222222222221,174.32507705447657,7000.0,7000.0,100.0,87.5,11.11111111111111,44.44444444444444,Bandit100,CDKL5_005_186_53,M
CDKL5_005_275_28_Bandit100_20251006.csv,8222.22222222222,64.08450704225352,182,284,1.5604395604395604,0.73,0.2,91.30434782608695,36.36363636363637,63.63636363636363,190.44896871631522,9000.000000000002,8200.0,94.73684210526315,90.0,100.0,30.0,Bandit100,CDKL5_005_275_28,M
CDKL5_005_275_29_Bandit100_20251006.csv,8250.0,68.0,170,249,1.464705882352941,0.61,0.09,86.56716417910447,64.28571428571429,35.714285714285715,176.71900378992964,8000.0,9250.0,88.09523809523809,85.86956521739131,100.0,58.333333333333336,Bandit100,CDKL5_005_275_29,M
CDKL5_005_281_35_Bandit100_20251006.csv,7250.0,71.42857142857143,179,251,1.4022346368715084,1.16,0.15,93.75,45.45454545454545,54.54545454545454,181.6376823442847,6500.0,7600.0,86.66666666666667,96.96969696969697,80.0,16.666666666666664,Bandit100,CDKL5_005_281_35,M
CDKL5_005_281_36_Bandit100_20251006.csv,6888.888888888889,67.8030303030303,178,264,1.4831460674157304,0.42,0.14,91.24087591240875,75.0,25.0,182.2849262755914,6000.0,7333.333333333334,83.33333333333334,94.73684210526315,50.0,87.5,Bandit100,CDKL5_005_281_36,M
CNTNAP2_008_242_53_Bandit100_20251117.csv,8300.0,68.87417218543047,207,301,1.4541062801932367,0.61,0.19,81.97674418604652,56.25,43.75,210.06417224813268,7000.0,8142.857142857143,82.25806451612904,81.81818181818183,41.66666666666667,65.0,Bandit100,CNTNAP2_008_242_53,M
CNTNAP2_008_243_81_Bandit100_20251117.csv,7400.0,59.475218658892125,204,342,1.6764705882352942,0.79,0.14,79.86111111111111,45.16129032258064,54.83870967741935,211.59183673469386,8250.0,6833.333333333333,87.5,75.0,57.14285714285714,41.66666666666667,Bandit100,CNTNAP2_008_243_81,F
CNTNAP2_008_243_82_Bandit100_20251117.csv,7500.0,71.14754098360656,217,306,1.4101382488479262,0.67,0.16,86.50306748466258,56.00000000000001,44.0,232.54902447192487,8750.0,7000.0,95.65217391304348,79.7872340425532,100.0,47.61904761904761,Bandit100,CNTNAP2_008_243_82,F
CNTNAP2_008_244_32_Bandit100_20251117.csv,7000.0,58.333333333333336,175,300,1.7142857142857142,0.79,0.13,88.8,44.11764705882353,55.88235294117647,181.1602885145336,8500.0,6500.0,94.28571428571428,86.66666666666667,33.33333333333333,45.16129032258064,Bandit100,CNTNAP2_008_244_32,M
CNTNAP2_008_244_35_Bandit100_20251117.csv,7444.4444444444425,66.54929577464789,188,283,1.5053191489361701,0.61,0.2,81.48148148148148,53.333333333333336,46.666666666666664,228.0479289445019,7500.0,7166.666666666667,73.80952380952381,84.94623655913979,66.66666666666666,47.61904761904761,Bandit100,CNTNAP2_008_244_35,M
CNTNAP2_008_245_99_Bandit100_20251117.csv,8857.142857142859,69.26605504587155,150,217,1.4466666666666668,0.67,0.19,85.6,50.0,50.0,157.26512210998334,7333.333333333333,8750.0,82.5,87.05882352941177,42.857142857142854,50.0,Bandit100,CNTNAP2_008_245_99,M
CNTNAP2_008_246_28_Bandit100_20251117.csv,8375.0,68.93939393939394,181,263,1.4530386740331491,1.0350000000000001,0.14,86.15384615384616,50.0,50.0,197.46835443037975,8500.0,8200.0,95.0,82.22222222222221,40.0,54.54545454545454,Bandit100,CNTNAP2_008_246_28,F
CNTNAP2_008_246_29_Bandit100_20251117.csv,7200.0,66.76829268292683,218,328,1.5045871559633028,0.36,0.13,86.7816091954023,50.0,50.0,228.26810789943542,7500.0,7125.0,75.0,90.29850746268657,50.0,50.0,Bandit100,CNTNAP2_008_246_29,M
CNTNAP2_008_247_49_Bandit100_20251117.csv,8555.555555555557,71.63636363636363,196,274,1.3979591836734695,0.73,0.16,91.83673469387756,39.130434782608695,60.86956521739131,201.50351016349194,7666.666666666667,8600.0,88.0,93.75,71.42857142857143,25.0,Bandit100,CNTNAP2_008_247_49,M
CNTNAP2_008_247_51_Bandit100_20251117.csv,8000.0,83.01886792452831,220,264,1.2,0.55,0.15,92.98245614035088,77.77777777777779,22.22222222222222,230.17122375336032,7750.0,8333.333333333334,95.58823529411765,91.2621359223301,75.0,80.0,Bandit100,CNTNAP2_008_247_51,M
CNTNAP2_008_248_45_Bandit100_20251117.csv,5571.428571428572,57.299270072992705,156,276,1.7692307692307692,1.4,0.16,72.89719626168224,44.11764705882353,55.88235294117647,157.65690376569037,7000.0,6000.0,81.57894736842105,68.11594202898551,40.0,44.827586206896555,Bandit100,CNTNAP2_008_248_45,F
CNTNAP2_008_248_46_Bandit100_20251117.csv,6428.5714285714275,62.94820717131474,157,255,1.624203821656051,1.22,0.17,73.7864077669903,63.63636363636363,36.36363636363637,162.3924913457764,6000.0,6800.0,78.57142857142857,72.0,54.54545454545454,68.18181818181817,Bandit100,CNTNAP2_008_248_46,F
CNTNAP2_008_248_48_Bandit100_20251117.csv,6888.888888888889,63.97306397306397,189,300,1.5873015873015872,0.85,0.12,87.14285714285714,41.66666666666667,58.333333333333336,209.923273657289,7333.333333333333,6500.0,91.17647058823529,85.71428571428571,60.0,36.84210526315789,Bandit100,CNTNAP2_008_248_48,F
CNTNAP2_008_342_40_Bandit100_20251117.csv,8400.000000000002,74.64788732394366,211,284,1.3459715639810426,0.73,0.14,97.0414201183432,44.44444444444444,55.55555555555556,226.25064848439933,8500.0,9000.0,98.30508474576271,96.36363636363636,100.0,16.666666666666664,Bandit100,CNTNAP2_008_342_40,M
CNTNAP2_008_352_55_Bandit100_20251117.csv,6857.142857142857,60.85271317829457,156,258,1.6538461538461537,0.49,0.16,76.47058823529412,44.44444444444444,55.55555555555556,165.67492305437491,7000.0,6500.0,78.04878048780488,75.64102564102564,75.0,40.625,Bandit100,CNTNAP2_008_352_55,F
CNTNAP2_008_352_58_Bandit100_20251117.csv,7571.428571428571,67.51054852320675,160,236,1.475,0.92,0.12,81.73076923076923,74.07407407407408,25.925925925925924,170.19809659825418,9000.0,7200.0,79.3103448275862,82.66666666666667,66.66666666666666,77.77777777777779,Bandit100,CNTNAP2_008_352_58,F
ChowHFD_177_Bandit100_20250721.csv,7777.777777777778,73.54085603112841,188,258,1.372340425531915,0.66,0.17,91.17647058823529,33.33333333333333,66.66666666666666,192.73877531750153,8000.0,8200.0,95.0,88.1578947368421,25.0,42.857142857142854,Bandit100,ChowHFD_177,M
ChowHFD_182_Bandit100_20250721.csv,7555.5555555555575,70.93023255813954,183,257,1.4043715846994536,0.66,0.11,92.03539823008849,50.0,50.0,184.51843293771663,9666.666666666666,6000.0,95.55555555555556,89.70588235294117,25.0,58.333333333333336,Bandit100,ChowHFD_182,M
ChowHFD_183_Bandit100_20250721.csv,7700.0,69.09722222222221,199,287,1.4422110552763818,0.66,0.22,84.45945945945947,45.45454545454545,54.54545454545454,212.31646929526676,7500.0,7600.0,77.96610169491525,88.76404494382022,44.44444444444444,46.15384615384615,Bandit100,ChowHFD_183,M
ChowHFD_184_Bandit100_20250721.csv,8181.818181818181,74.92260061919505,241,324,1.3443983402489628,0.66,0.23,93.17073170731707,46.666666666666664,53.333333333333336,251.3167542098874,8400.000000000002,8285.714285714284,91.46341463414635,94.26229508196722,80.0,30.0,Bandit100,ChowHFD_184,M
ChowHFD_185_Bandit100_20250721.csv,9000.0,73.70370370370371,198,269,1.3585858585858586,0.66,0.16,90.4,60.0,40.0,201.17238232300184,9666.666666666666,8400.000000000002,93.61702127659575,88.31168831168831,60.0,60.0,Bandit100,ChowHFD_185,M
ChowHFD_186_Bandit100_20250721.csv,8375.0,72.28915662650603,180,248,1.3777777777777778,0.66,0.14,94.20289855072464,44.44444444444444,55.55555555555556,187.7535252076492,9500.0,7000.0,100.0,91.11111111111111,100.0,37.5,Bandit100,ChowHFD_186,M
ChowHFD_187_Bandit100_20250721.csv,7916.666666666667,71.976401179941,243,338,1.3909465020576133,0.66,0.14,94.6078431372549,40.0,60.0,251.32747582885276,8833.333333333334,8166.666666666667,93.18181818181817,95.6896551724138,57.14285714285714,0.0,Bandit100,ChowHFD_187,M
ChowHFD_189_Bandit100_20250721.csv,6777.777777777778,68.01346801346801,201,296,1.472636815920398,0.66,0.08,89.86486486486487,37.5,62.5,206.84064566593187,7000.0,6200.0,90.1639344262295,89.53488372093024,37.5,37.5,Bandit100,ChowHFD_189,M
ChowHFD_190_Bandit100_20250721.csv,8142.857142857143,75.34883720930232,162,216,1.3333333333333333,0.91,0.14,90.4,40.0,60.0,162.28738390900554,9500.0,7600.0,91.42857142857143,90.0,33.33333333333333,37.5,Bandit100,ChowHFD_190,M
ChowHFD_670_Bandit100_20250721.csv,8800.000000000002,77.14285714285715,215,280,1.302325581395349,0.66,0.23,92.81437125748504,45.45454545454545,54.54545454545454,221.64370546318293,7750.0,9500.0,90.32258064516128,94.28571428571428,57.14285714285714,25.0,Bandit100,ChowHFD_670,M
ChowHFD_671_Bandit100_20250721.csv,8200.0,74.02135231316726,207,280,1.3526570048309179,0.66,0.11,94.26751592356688,38.46153846153847,61.53846153846154,216.6405477734648,9250.0,7200.0,94.36619718309859,94.18604651162791,33.33333333333333,40.0,Bandit100,ChowHFD_671,M
ChowHFD_672_Bandit100_20250721.csv,7111.111111111111,69.8961937716263,201,288,1.4328358208955223,0.66,0.11,93.18181818181817,43.47826086956522,56.52173913043478,209.10071166702613,7333.333333333333,7000.0,92.10526315789474,93.61702127659575,30.0,53.84615384615385,Bandit100,ChowHFD_672,M
ChowHFD_674_Bandit100_20250721.csv,8250.0,63.83561643835617,232,364,1.5689655172413792,0.66,0.19,85.79881656804734,51.85185185185185,48.148148148148145,233.13491603937464,8750.0,8142.857142857143,86.79245283018868,85.34482758620689,55.55555555555556,50.0,Bandit100,ChowHFD_674,M
DNMT3a_002_19_45_Bandit100_20250428.csv,8111.111111111111,77.41935483870968,192,248,1.2916666666666667,0.31,0.12,94.33962264150944,46.666666666666664,53.333333333333336,192.1200750469043,8000.0,8250.0,93.33333333333333,95.23809523809523,36.36363636363637,75.0,Bandit100,DNMT3A_002_19_45,M
DNMT3a_002_19_47_Bandit100_20250428.csv,7375.0,64.94464944649447,175,270,1.542857142857143,0.31,0.17,84.40366972477065,61.904761904761905,38.095238095238095,181.27890896952934,7500.0,7600.0,90.2439024390244,80.88235294117648,60.0,62.5,Bandit100,DNMT3A_002_19_47,F
DNMT3a_002_19_49_Bandit100_20250428.csv,8000.0,70.64220183486239,153,217,1.4183006535947713,0.88,0.16,85.9375,47.82608695652174,52.17391304347826,154.565331774335,5666.666666666668,8750.0,79.54545454545455,89.28571428571429,42.857142857142854,55.55555555555556,Bandit100,DNMT3A_002_19_49,F
DNMT3a_002_19_53_Bandit100_20250428.csv,9000.0,79.57446808510639,186,237,1.2741935483870968,0.75,0.12,96.45390070921985,85.71428571428571,14.285714285714285,188.65509913360268,8399.999999999998,8800.000000000002,96.07843137254902,96.66666666666667,80.0,100.0,Bandit100,DNMT3A_002_19_53,F
DNMT3a_002_22_11_Bandit100_20250331.csv,8250.0,69.76744186046511,179,260,1.452513966480447,0.5,0.08,88.73239436619718,43.75,56.25,189.3583343479849,9000.0,7400.0,94.82758620689656,84.52380952380952,100.0,40.0,Bandit100,DNMT3A_002_22_11,F
DNMT3a_002_22_12_Bandit100_20250331.csv,9000.0,66.83417085427136,133,198,1.4887218045112782,0.69,0.07,95.45454545454545,28.57142857142857,71.42857142857143,140.28371218595112,8000.0,9666.666666666666,95.83333333333334,95.16129032258065,50.0,25.0,Bandit100,DNMT3A_002_22_12,M
DNMT3a_002_22_9_Bandit100_20250331.csv,7666.666666666669,71.42857142857143,199,280,1.407035175879397,0.63,0.11,96.34146341463415,54.54545454545454,45.45454545454545,213.78201162934556,8000.0,7400.0,94.91525423728814,97.14285714285714,,54.54545454545454,Bandit100,DNMT3A_002_22_9,F
DNMT3a_002_23_5_Bandit100_20250331.csv,6833.333333333333,62.5,129,207,1.6046511627906976,0.56,0.16,96.0,12.5,87.5,137.4264355018292,8250.0,3000.0,97.01492537313433,93.93939393939394,25.0,8.333333333333332,Bandit100,DNMT3A_002_23_5,F
DNMT3a_002_24_2_Bandit100_20250331.csv,6166.666666666666,58.70445344129555,144,247,1.7152777777777777,0.56,0.12,82.10526315789474,48.148148148148145,51.85185185185185,159.18273995578255,6500.0,7000.0,83.33333333333334,81.35593220338984,42.857142857142854,50.0,Bandit100,DNMT3A_002_24_2,F
DNMT3a_002_25_24_Bandit100_20250331.csv,8000.0,65.09803921568627,165,254,1.5393939393939393,0.82,0.15,84.49612403100775,53.84615384615385,46.15384615384615,167.36175128650945,7750.0,8333.333333333332,74.66666666666667,98.14814814814815,54.54545454545454,50.0,Bandit100,DNMT3A_002_25_24,M
DNMT3a_002_25_29_Bandit100_20250331.csv,8000.0,68.6192468619247,164,238,1.451219512195122,0.44,0.15,88.88888888888889,36.36363636363637,63.63636363636363,168.6816980548082,6333.333333333333,7800.0,92.5,87.20930232558139,37.5,33.33333333333333,Bandit100,DNMT3A_002_25_29,M
DNMT3a_002_26_55_Bandit100_20250428.csv,8428.571428571428,69.12442396313364,149,216,1.4496644295302012,0.63,0.19,87.82608695652175,45.45454545454545,54.54545454545454,150.49817683535778,10000.0,8000.0,88.0,87.6923076923077,20.0,66.66666666666666,Bandit100,DNMT3A_002_26_55,F
DNMT3a_002_26_56_Bandit100_20250428.csv,7222.222222222222,54.769230769230774,178,327,1.8370786516853932,0.63,0.12,71.55172413793103,45.94594594594595,54.054054054054056,178.03709106063764,7600.0,6400.0,76.74418604651163,68.4931506849315,58.333333333333336,40.0,Bandit100,DNMT3A_002_26_56,F
DNMT3a_002_26_59_Bandit100_20250428.csv,9285.714285714286,64.60176991150442,145,225,1.5517241379310345,0.82,0.14,91.96428571428571,54.54545454545454,45.45454545454545,147.65600309021315,9000.0,10000.0,89.74358974358975,93.15068493150685,40.0,66.66666666666666,Bandit100,DNMT3A_002_26_59,M
DNMT3a_002_27_40_Bandit100_20250428.csv,7000.0,58.921161825726145,141,244,1.7304964539007093,0.69,0.1,77.77777777777779,42.5531914893617,57.446808510638306,143.1865925960506,4750.0,8333.333333333332,64.44444444444444,88.88888888888889,47.05882352941176,33.33333333333333,Bandit100,DNMT3A_002_27_40,M
DNMT3a_002_28_31_Bandit100_20250428.csv,7875.0,71.12068965517241,165,231,1.4,0.56,0.18,90.15151515151516,70.0,30.0,165.05922263775196,8000.0,7800.0,80.48780487804879,94.5054945054945,40.0,100.0,Bandit100,DNMT3A_002_28_31,M
FMR1_007_207_61_Bandit100_20251103.csv,7000.0,50.57803468208093,174,348,2.0,0.79,0.1,68.14814814814815,42.30769230769231,57.692307692307686,181.36237690268564,5333.333333333334,7833.333333333333,53.125,72.81553398058253,16.666666666666664,64.28571428571429,Bandit100,FMR1_007_207_61,F
FMR1_007_210_79_Bandit100_20251103.csv,8222.22222222222,72.20216606498195,200,276,1.38,0.31,0.13,94.64285714285714,55.55555555555556,44.44444444444444,206.51823168764116,7333.333333333333,8833.333333333334,94.33962264150944,94.78260869565217,66.66666666666666,50.0,Bandit100,FMR1_007_210_79,M
FMR1_007_211_81_Bandit100_20251103.csv,6285.714285714285,60.56910569105691,149,245,1.6442953020134228,1.07,0.22,82.6923076923077,51.61290322580645,48.38709677419355,160.73114090943142,9000.0,5749.999999999999,86.20689655172413,81.33333333333333,75.0,48.148148148148145,Bandit100,FMR1_007_211_81,F
FMR1_007_211_83_Bandit100_20251103.csv,6777.777777777778,63.366336633663366,191,302,1.581151832460733,1.53,0.16,79.72972972972973,51.11111111111111,48.888888888888886,194.43721649847043,6666.666666666667,7000.0,77.77777777777779,80.3921568627451,44.44444444444444,55.55555555555556,Bandit100,FMR1_007_211_83,F
FMR1_007_213_39_Bandit100_20251103.csv,7857.142857142857,73.0232558139535,157,214,1.3630573248407643,0.44,0.1,93.33333333333333,16.666666666666664,83.33333333333334,167.7607657869351,9000.0,8000.0,88.88888888888889,94.6236559139785,0.0,25.0,Bandit100,FMR1_007_213_39,M
FMR1_007_213_40_Bandit100_20251103.csv,6750.0,52.743902439024396,173,327,1.8901734104046244,0.61,0.17,77.03703703703704,34.146341463414636,65.85365853658537,175.33783783783784,6500.0,6400.0,75.51020408163265,77.90697674418605,31.57894736842105,36.36363636363637,Bandit100,FMR1_007_213_40,F
FMR1_007_214_94_Bandit100_20251103.csv,7500.0,69.23076923076923,180,259,1.4388888888888889,0.24,0.17,91.83673469387756,62.5,37.5,183.7385695045013,9000.0,7285.714285714284,87.5,92.6829268292683,50.0,64.28571428571429,Bandit100,FMR1_007_214_94,M
FMR1_007_214_98_Bandit100_20251103.csv,7888.88888888889,64.76510067114094,192,297,1.546875,0.5,0.13,76.38888888888889,56.25,43.75,198.25230944822914,8000.0,7833.333333333333,79.54545454545455,75.75757575757575,50.0,59.09090909090909,Bandit100,FMR1_007_214_98,M
FMR1_007_218_77_Bandit100_20251103.csv,8500.0,68.87966804979253,166,240,1.4457831325301205,0.53,0.1,93.18181818181817,50.0,50.0,166.7061859264942,7750.0,8800.000000000002,94.44444444444444,92.3076923076923,40.0,60.0,Bandit100,FMR1_007_218_77,M
FMR1_007_221_47_Bandit100_20251103.csv,7799.999999999998,55.06607929515418,125,228,1.824,0.5,0.135,81.08108108108108,45.45454545454545,54.54545454545454,129.1866028708134,9000.0,7500.0,90.9090909090909,73.17073170731707,25.0,57.14285714285714,Bandit100,FMR1_007_221_47,M
FMR1_007_221_51_Bandit100_20251103.csv,8100.000000000002,64.50617283950618,208,325,1.5625,0.63,0.1,85.33333333333334,58.06451612903226,41.935483870967744,213.64884051112165,9500.0,8000.0,87.8048780487805,84.40366972477065,71.42857142857143,54.166666666666664,Bandit100,FMR1_007_221_51,M
FMR1_007_307_40_Bandit100_20251103.csv,6857.142857142857,62.68656716417911,168,270,1.6071428571428572,1.28,0.15,85.84070796460178,53.57142857142857,46.42857142857143,168.04667963323146,,6857.142857142857,50.0,87.73584905660378,66.66666666666666,52.0,Bandit100,FMR1_007_307_40,F
MYT1L_001_10_42_Bandit100_20250303.csv,7777.777777777778,65.814696485623,206,313,1.5194174757281553,0.82,0.15,87.41721854304636,51.724137931034484,48.275862068965516,206.67216293733088,7666.666666666666,7571.428571428571,82.0,90.0990099009901,33.33333333333333,71.42857142857143,Bandit100,MYT1L_001_10_42,F
MYT1L_001_10_44_Bandit100_20250303.csv,7181.818181818181,68.37606837606837,239,352,1.4728033472803348,0.63,0.13,86.53846153846155,44.0,56.00000000000001,239.0110653270985,6333.333333333333,7285.714285714284,88.88888888888889,85.29411764705883,33.33333333333333,47.368421052631575,Bandit100,MYT1L_001_10_44,M
MYT1L_001_12_45_Bandit100_20250303.csv,7857.142857142857,67.98418972332016,171,252,1.4736842105263157,0.69,0.15,86.29032258064517,60.0,40.0,182.90890740581193,5666.666666666666,8200.0,94.11764705882352,83.33333333333334,50.0,66.66666666666666,Bandit100,MYT1L_001_12_45,M
MYT1L_001_12_48_Bandit100_20250303.csv,6714.285714285716,65.65217391304347,151,229,1.5165562913907285,1.26,0.12,85.71428571428571,64.70588235294117,35.294117647058826,151.18723419049053,10000.0,5500.000000000001,93.75,81.35593220338984,0.0,73.33333333333333,Bandit100,MYT1L_001_12_48,F
MYT1L_001_1_1_Bandit100_20250303.csv,7000.0,60.367454068241464,229,380,1.6593886462882097,0.63,0.15,81.76100628930818,50.0,50.0,233.0788804071247,7800.0,6142.857142857143,86.4406779661017,79.0,55.55555555555556,48.717948717948715,Bandit100,MYT1L_001_1_1,F
MYT1L_001_1_3_Bandit100_20250303.csv,8125.0,68.75,175,256,1.4628571428571429,0.69,0.09,81.61764705882352,55.55555555555556,44.44444444444444,177.69260432125452,8500.0,8000.0,79.59183673469387,82.55813953488372,100.0,42.857142857142854,Bandit100,MYT1L_001_1_3,M
MYT1L_001_1_4_Bandit100_20250303.csv,6777.777777777778,68.77076411960132,207,300,1.4492753623188406,0.63,0.095,84.66257668711657,40.0,60.0,223.45665129877432,8333.333333333332,6666.666666666666,83.33333333333334,85.3211009174312,28.57142857142857,46.15384615384615,Bandit100,MYT1L_001_1_4,F
MYT1L_001_2_6_Bandit100_20250303.csv,8375.0,73.85892116182573,177,240,1.3559322033898304,0.63,0.09,91.3907284768212,33.33333333333333,66.66666666666666,188.35978835978835,8500.0,8000.0,94.5945945945946,90.35087719298247,50.0,25.0,Bandit100,MYT1L_001_2_6,F
MYT1L_001_2_9_Bandit100_20250303.csv,8375.0,68.68327402135232,192,284,1.4791666666666667,1.07,0.09,90.64748201438849,50.0,50.0,200.2954848473929,8500.0,8000.0,92.85714285714286,89.1566265060241,71.42857142857143,40.0,Bandit100,MYT1L_001_2_9,M
MYT1L_001_3_19_Bandit100_20250303.csv,8444.444444444443,62.45733788395904,183,293,1.6010928961748634,0.945,0.15,91.72932330827066,19.230769230769234,80.76923076923077,183.1483841074945,9000.0,7800.0,91.30434782608695,91.95402298850574,33.33333333333333,11.76470588235294,Bandit100,MYT1L_001_3_19,M
MYT1L_001_5_22_Bandit100_20250303.csv,7625.0,62.925170068027214,184,293,1.5923913043478262,0.56,0.07,83.73983739837398,36.84210526315789,63.1578947368421,186.14184231978572,9000.0,6750.0,73.33333333333333,93.65079365079364,36.36363636363637,37.5,Bandit100,MYT1L_001_5_22,M
MYT1L_001_5_23_Bandit100_20250303.csv,6625.0,66.78966789667896,181,271,1.4972375690607735,1.1,0.19,86.88524590163934,42.857142857142854,57.14285714285714,181.28745812225404,7000.0,6800.0,92.3076923076923,84.33734939759037,40.0,43.75,Bandit100,MYT1L_001_5_23,F
MYT1L_001_5_26_Bandit100_20250303.csv,7222.222222222223,65.01650165016501,196,302,1.5408163265306123,0.75,0.14,84.78260869565217,68.75,31.25,197.87026272959775,8000.0,6800.0,83.01886792452831,85.71428571428571,71.42857142857143,66.66666666666666,Bandit100,MYT1L_001_5_26,M
MYT1L_001_5_27_Bandit100_20250303.csv,7250.0,58.59872611464968,183,313,1.710382513661202,1.07,0.16,79.69924812030075,40.0,60.0,184.0255591054313,9000.0,7800.0,72.3404255319149,83.72093023255815,26.31578947368421,52.38095238095239,Bandit100,MYT1L_001_5_27,F
MYT1L_001_7_30_Bandit100_20250303.csv,8400.000000000002,67.44868035190615,229,340,1.48471615720524,0.44,0.13,87.9746835443038,54.83870967741935,45.16129032258064,230.74243515013583,9000.0,8000.0,85.41666666666666,89.0909090909091,53.333333333333336,56.25,Bandit100,MYT1L_001_7_30,M
MYT1L_001_7_32_Bandit100_20250303.csv,8363.636363636362,66.66666666666666,227,341,1.502202643171806,0.56,0.16,94.08602150537635,30.0,70.0,228.1637286015428,8000.0,8800.000000000002,93.54838709677419,94.6236559139785,62.5,8.333333333333332,Bandit100,MYT1L_001_7_32,F
MYT1L_001_8_34_Bandit100_20250303.csv,8181.818181818184,61.16751269035533,240,394,1.6416666666666666,0.88,0.13,82.68156424581005,42.857142857142854,57.14285714285714,241.08929233049278,8666.666666666668,7500.0,80.59701492537313,83.92857142857143,37.5,45.45454545454545,Bandit100,MYT1L_001_8_34,M
