filename,PeakAccuracy,TotalAccuracy,Total_pokes,PokesPerPellet,RetrievalTime,PokeTime,Win-stay,Lose-shift,Lose-stay,PeakAccuracy_Day,PeakAccuracy_Night,TotalAccuracy_Day,TotalAccuracy_Night,Win-stay_Day,Win-stay_Night,Lose-shift_Day,Lose-shift_Night,Total_pellets,Total_pellets_Day,Total_pellets_Night,daily pellets,daily pellets_Day,daily pellets_Night,Session_type,Mouse_ID,Sex
CNTNAP2_008_244_35_Bandit100_20251117.csv,79.60000000000001,59.76331360946746,848,1.6825396825396826,1.04,0.16,75.20435967302453,45.45454545454545,54.54545454545454,80.0,80.0,51.61290322580645,61.165048543689316,72.5,75.53516819571865,25.0,49.23076923076923,505.0,64.0,441.0,171.85666007578203,21.77985395019812,150.07680612558391,Bandit100,CNTNAP2_008_244_35,M
CNTNAP2_008_245_99_Bandit100_20251117.csv,84.44444444444444,61.951219512195124,616,1.6210526315789473,0.85,0.15,76.58862876254182,43.75,56.25,68.33333333333333,83.07692307692307,62.857142857142854,61.59090909090909,72.61904761904762,78.13953488372093,50.0,41.66666666666667,381.0,110.0,271.0,129.15862328734875,37.28989123781722,91.86873204953153,Bandit100,CNTNAP2_008_245_99,M
CNTNAP2_008_246_28_Bandit100_20251117.csv,80.0,62.44444444444445,901,1.606060606060606,1.28,0.16,79.2056074766355,45.56962025316456,54.43037974683544,78.75,76.36363636363636,64.73684210526316,61.83098591549295,87.05882352941177,77.25947521865889,50.0,43.93939393939394,562.0,123.0,439.0,189.9822368987347,41.57974223940278,148.4024946593319,Bandit100,CNTNAP2_008_246_28,F
CNTNAP2_008_246_29_Bandit100_20251117.csv,76.89655172413794,61.75869120654397,979,1.6235489220563848,0.55,0.13,80.04158004158003,47.674418604651166,52.32558139534884,72.0,77.08333333333333,64.07185628742515,61.28236744759556,82.66666666666667,79.55665024630541,45.45454545454545,49.2063492063492,604.0,107.0,497.0,204.63576938008055,36.25170086700103,168.3840685130795,Bandit100,CNTNAP2_008_246_29,M
CNTNAP2_008_247_49_Bandit100_20251117.csv,82.22222222222221,65.77726218097449,863,1.5247349823321554,1.04,0.14,84.78747203579418,46.26865671641791,53.73134328358209,82.22222222222223,82.85714285714285,64.78260869565217,66.13924050632912,82.4074074074074,85.50295857988166,43.75,47.05882352941176,567.0,149.0,418.0,191.92026827968783,50.434074027642836,141.48619425204498,Bandit100,CNTNAP2_008_247_49,M
CNTNAP2_008_247_51_Bandit100_20251117.csv,82.5,70.13301088270859,833,1.436206896551724,0.79,0.15,88.61607142857143,48.529411764705884,51.470588235294116,83.33333333333333,82.6086956521739,69.38775510204081,70.36450079239303,92.15686274509804,87.57225433526011,50.0,48.214285714285715,580.0,136.0,444.0,199.70270948819007,46.82684222481698,152.8758672633731,Bandit100,CNTNAP2_008_247_51,M
CNTNAP2_008_248_45_Bandit100_20251117.csv,70.8,58.683314415437,886,1.7170542635658914,1.46,0.13,71.23287671232876,52.80898876404494,47.19101123595505,77.14285714285714,70.52631578947368,65.55555555555556,56.918687589158345,78.37837837837837,69.41580756013745,57.14285714285714,52.0,517.0,118.0,399.0,177.2965420887181,40.46613533166101,136.83040675705712,Bandit100,CNTNAP2_008_248_45,F
CNTNAP2_008_248_46_Bandit100_20251117.csv,69.58333333333333,59.228971962616825,867,1.7134387351778657,1.34,0.19,70.14492753623188,48.51485148514851,51.48514851485149,70.0,68.33333333333333,67.28971962616822,56.54205607476636,77.41935483870968,67.60000000000001,58.333333333333336,44.73684210526316,507.0,145.0,362.0,171.97776312070104,49.184961839253745,122.7928012814473,Bandit100,CNTNAP2_008_248_46,F
CNTNAP2_008_248_48_Bandit100_20251117.csv,74.64285714285714,59.937565036420395,981,1.7060869565217391,1.16,0.13,78.81548974943053,46.22641509433962,53.77358490566038,70.0,71.36363636363636,64.14141414141415,58.84665792922673,90.42553191489363,76.0932944606414,27.27272727272727,48.421052631578945,576.0,126.0,450.0,197.21337201008134,43.14042512720529,154.07294688287604,Bandit100,CNTNAP2_008_248_48,F
CNTNAP2_008_342_40_Bandit100_20251117.csv,83.10344827586206,63.965884861407254,943,1.5742904841402336,1.04,0.14,84.15178571428571,47.5,52.5,78.8888888888889,80.0,65.3061224489796,63.49206349206349,84.54545454545455,83.97626112759644,56.52173913043478,43.859649122807014,600.0,160.0,440.0,205.71918379009026,54.858449010690734,150.8607347793995,Bandit100,CNTNAP2_008_342_40,M
CNTNAP2_008_352_55_Bandit100_20251117.csv,75.65217391304347,61.29441624365482,792,1.6431535269709543,0.73,0.16,73.65591397849462,47.31182795698925,52.68817204301075,74.28571428571429,76.25,63.55555555555556,60.39076376554174,69.02654867256636,75.67567567567568,61.904761904761905,43.05555555555556,483.0,143.0,340.0,163.34876875442805,48.36205782998594,114.98671092444212,Bandit100,CNTNAP2_008_352_55,F
CNTNAP2_008_352_58_Bandit100_20251117.csv,76.66666666666667,62.189054726368155,804,1.608,1.22,0.12,75.69060773480662,56.75675675675676,43.24324324324324,71.66666666666667,77.89473684210526,61.58536585365854,62.34375,70.3125,76.84563758389261,78.57142857142857,51.66666666666667,500.0,101.0,399.0,168.88920164666973,34.11561873262728,134.77358291404244,Bandit100,CNTNAP2_008_352_58,F
ChowHFD_177_Bandit100_20250721.csv,80.0,65.32066508313538,844,1.5373406193078325,0.79,0.2,78.47222222222221,45.16129032258064,54.83870967741935,84.44444444444444,79.52380952380952,68.1592039800995,64.43057722308893,78.30188679245283,78.22085889570552,40.0,46.15384615384615,550.0,138.0,412.0,185.21333442465772,46.47170936473229,138.7416250599254,Bandit100,ChowHFD_177,M
ChowHFD_182_Bandit100_20250721.csv,73.70370370370371,64.80380499405469,843,1.546788990825688,0.85,0.13,83.81962864721486,44.44444444444444,55.55555555555556,76.66666666666666,67.77777777777777,71.78423236514523,62.0,86.48648648648648,82.70676691729322,50.0,42.857142857142854,545.0,173.0,372.0,181.0018758264399,57.45564131738368,123.54623450905623,Bandit100,ChowHFD_182,M
ChowHFD_183_Bandit100_20250721.csv,81.92307692307692,65.46583850931677,804,1.5256166982922201,0.72,0.22,80.38277511961722,47.368421052631575,52.63157894736842,73.33333333333334,78.99999999999999,64.03508771929825,66.03119584055459,80.8695652173913,80.19801980198021,33.33333333333333,53.65853658536586,527.0,145.0,382.0,176.25349833744298,48.494795557740474,127.75870277970247,Bandit100,ChowHFD_183,M
ChowHFD_184_Bandit100_20250721.csv,81.33333333333333,73.1678486997636,849,1.3737864077669903,0.79,0.23,90.31007751937985,46.15384615384615,53.84615384615385,76.25,83.47826086956523,73.2,73.15436241610739,88.88888888888889,90.65934065934066,70.0,37.93103448275862,619.0,184.0,435.0,211.13352572175265,62.760207968986236,148.3733177527664,Bandit100,ChowHFD_184,M
ChowHFD_185_Bandit100_20250721.csv,84.44444444444444,70.30456852791879,789,1.426763110307414,0.79,0.14,85.71428571428571,51.11111111111111,48.888888888888886,88.00000000000001,78.94736842105263,73.15175097276264,68.92655367231639,89.60000000000001,83.84615384615385,35.714285714285715,58.06451612903226,555.0,188.0,367.0,193.0823434668814,65.40446949869136,127.67787396819006,Bandit100,ChowHFD_185,M
ChowHFD_186_Bandit100_20250721.csv,84.23076923076923,68.61499364675984,787,1.4574074074074075,0.72,0.12,89.41441441441441,43.58974358974359,56.41025641025641,85.71428571428571,83.8095238095238,76.14213197969542,66.10169491525424,93.96551724137932,87.8048780487805,100.0,37.142857142857146,540.0,148.0,392.0,183.72771628055335,50.35500372133684,133.3727125592165,Bandit100,ChowHFD_186,M
ChowHFD_187_Bandit100_20250721.csv,79.6774193548387,65.69343065693431,961,1.5278219395866455,0.66,0.15,85.66037735849056,53.44827586206896,46.55172413793103,81.25,81.30434782608695,65.77946768060836,65.66091954022988,83.96946564885496,86.21553884711778,62.5,52.0,630.0,172.0,458.0,209.47630922693264,57.19035743973399,152.28595178719866,Bandit100,ChowHFD_187,M
ChowHFD_189_Bandit100_20250721.csv,71.4814814814815,65.69767441860465,866,1.5354609929078014,0.85,0.09,81.0304449648712,53.125,46.875,81.42857142857143,69.52380952380952,64.70588235294117,66.07717041800643,81.57894736842105,80.76923076923077,40.0,57.14285714285714,565.0,154.0,411.0,189.02540551633876,51.52196893719677,137.503436579142,Bandit100,ChowHFD_189,M
ChowHFD_190_Bandit100_20250721.csv,80.43478260869567,71.19645494830132,681,1.4128630705394192,1.23,0.16,84.21052631578947,47.82608695652174,52.17391304347826,85.0,81.05263157894737,70.13888888888889,71.48217636022514,87.5,83.38557993730407,16.666666666666664,52.5,482.0,100.0,382.0,161.60248972638618,33.52748749510087,128.07500223128534,Bandit100,ChowHFD_190,M
ChowHFD_670_Bandit100_20250721.csv,77.24137931034483,63.70449678800857,935,1.5740740740740742,0.85,0.16,82.25108225108225,41.46341463414634,58.536585365853654,56.666666666666664,83.63636363636363,61.04868913857678,64.76761619190404,78.26086956521739,83.5734870317003,41.935483870967744,41.17647058823529,595.0,163.0,432.0,197.34281250359885,54.06198056821279,143.28083193538606,Bandit100,ChowHFD_670,M
ChowHFD_671_Bandit100_20250721.csv,79.64285714285715,72.06068268015171,791,1.390158172231986,0.72,0.11,90.41095890410958,52.38095238095239,47.61904761904761,80.83333333333333,77.22222222222223,75.91240875912408,70.01934235976789,92.90322580645162,89.00709219858156,54.54545454545454,51.61290322580645,570.0,208.0,362.0,188.58127512923605,68.81562320505455,119.7656519241815,Bandit100,ChowHFD_671,M
ChowHFD_672_Bandit100_20250721.csv,72.33333333333334,62.56306760847629,995,1.6074313408723748,0.72,0.12,78.03738317757009,46.53465346534654,53.46534653465347,76.66666666666667,72.6086956521739,60.28880866425993,63.4453781512605,71.05263157894737,80.83067092651757,38.46153846153847,49.333333333333336,620.0,168.0,452.0,208.93903994445765,56.61573985591755,152.32330008854007,Bandit100,ChowHFD_672,M
ChowHFD_674_Bandit100_20250721.csv,80.0,66.0559305689489,1039,1.5190058479532165,0.72,0.18,85.4581673306773,52.17391304347826,47.82608695652174,82.5,77.60000000000001,66.66666666666666,65.77840112201963,89.47368421052632,83.95415472779369,61.111111111111114,49.01960784313725,685.0,216.0,469.0,226.17973921151994,71.32091046669825,154.8588287448217,Bandit100,ChowHFD_674,M
DNMT3a_002_19_45_Bandit100_20250428.csv,79.2,73.93162393162393,703,1.3545279383429671,0.37,0.12,94.67312348668281,39.39393939393939,60.60606060606061,82.85714285714285,80.55555555555556,73.72881355932203,74.0343347639485,93.98496240601504,94.98207885304659,31.25,47.05882352941176,519.0,174.0,345.0,173.3779264214047,58.12670365573105,115.25122276567365,Bandit100,DNMT3A_002_19_45,M
DNMT3a_002_19_47_Bandit100_20250428.csv,72.8,60.7773851590106,851,1.6524271844660194,0.37,0.17,84.73520249221184,54.41176470588235,45.588235294117645,72.85714285714285,71.0,59.036144578313255,61.5,81.72043010752688,85.96491228070175,50.0,55.55555555555556,516.0,147.0,369.0,171.74556213017752,48.9275147928994,122.8180473372781,Bandit100,DNMT3A_002_19_47,F
DNMT3a_002_19_49_Bandit100_20250428.csv,77.05882352941178,65.81352833638026,548,1.5264623955431755,0.88,0.15,86.4963503649635,48.0,52.0,76.66666666666667,76.42857142857142,68.38235294117648,64.96350364963503,87.32394366197182,86.20689655172413,58.333333333333336,44.73684210526316,359.0,92.0,267.0,120.15014119314989,30.790565431113627,89.35957576203629,Bandit100,DNMT3A_002_19_49,F
DNMT3a_002_19_53_Bandit100_20250428.csv,85.65217391304347,67.75568181818183,713,1.4978991596638656,0.94,0.12,92.39766081871345,62.5,37.5,91.42857142857143,83.33333333333333,64.19753086419753,69.63123644251627,94.5945945945946,91.34199134199135,61.53846153846154,63.1578947368421,477.0,157.0,320.0,159.90439755717134,52.63100716242327,107.27339039474805,Bandit100,DNMT3A_002_19_53,F
DNMT3a_002_22_11_Bandit100_20250331.csv,78.18181818181817,65.4178674351585,698,1.5408388520971303,0.56,0.1,85.33724340175954,44.0,56.00000000000001,75.00000000000001,76.66666666666666,65.70247933884298,65.2654867256637,85.08771929824562,85.46255506607929,27.77777777777778,53.125,454.0,158.0,296.0,150.1441131776477,52.25279709706683,97.89131608058088,Bandit100,DNMT3A_002_22_11,F
DNMT3a_002_22_12_Bandit100_20250331.csv,85.45454545454547,69.5046439628483,650,1.447661469933185,0.69,0.08,93.5103244837758,36.11111111111111,63.888888888888886,84.00000000000001,87.5,72.35494880546075,67.13881019830028,91.71974522292994,95.05494505494505,38.46153846153847,34.78260869565217,449.0,212.0,237.0,147.88598701590797,69.82590032822382,78.06008668768418,Bandit100,DNMT3A_002_22_12,M
DNMT3a_002_22_9_Bandit100_20250331.csv,79.0,67.20779220779221,931,1.5016129032258065,0.69,0.11,89.937106918239,47.61904761904761,52.38095238095239,83.0,74.09090909090908,65.86206896551724,67.82334384858044,90.84507042253522,89.55223880597015,54.54545454545454,46.15384615384615,621.0,193.0,428.0,205.00531097882487,63.71340582755749,141.29190515126737,Bandit100,DNMT3A_002_22_9,F
DNMT3a_002_23_5_Bandit100_20250331.csv,76.3157894736842,64.97545008183306,610,1.5404040404040404,0.63,0.13,93.9799331103679,21.62162162162162,78.37837837837837,75.55555555555556,76.36363636363637,70.1492537313433,60.932944606414,92.1259842519685,95.90643274853801,26.31578947368421,17.647058823529413,397.0,187.0,210.0,130.97907438521463,61.69543302275852,69.28364136245608,Bandit100,DNMT3A_002_23_5,F
DNMT3a_002_24_2_Bandit100_20250331.csv,69.6,62.45530393325387,842,1.6099426386233269,0.56,0.13,81.79347826086956,55.10204081632652,44.89795918367347,67.14285714285714,70.55555555555554,64.91228070175438,61.53846153846154,83.0,81.34328358208955,59.25925925925925,53.52112676056338,524.0,148.0,376.0,173.652354687512,49.04684827051866,124.60550641699334,Bandit100,DNMT3A_002_24_2,F
DNMT3a_002_25_24_Bandit100_20250331.csv,81.48148148148147,66.10576923076923,832,1.5154826958105647,0.88,0.14,86.88118811881188,52.27272727272727,47.72727272727273,78.46153846153847,86.66666666666669,58.75,72.91666666666666,76.30057803468208,94.8051948051948,64.0,36.84210526315789,550.0,233.0,317.0,183.9671398761938,77.93517016573301,106.0319697104608,Bandit100,DNMT3A_002_25_24,M
DNMT3a_002_25_29_Bandit100_20250331.csv,83.46153846153847,68.18181818181817,792,1.4666666666666666,0.56,0.15,89.29440389294405,51.42857142857142,48.57142857142857,80.0,83.33333333333334,59.74025974025974,73.55371900826447,83.96946564885496,91.78571428571428,54.54545454545454,46.15384615384615,540.0,183.0,357.0,177.93643166060275,60.30067961831538,117.63575204228736,Bandit100,DNMT3A_002_25_29,M
DNMT3a_002_26_55_Bandit100_20250428.csv,80.5,63.74807987711214,650,1.570048309178744,0.82,0.18,85.48895899053628,40.74074074074074,59.25925925925925,90.0,77.85714285714286,53.46938775510204,69.95073891625616,86.45833333333334,85.06787330316742,33.33333333333333,46.666666666666664,415.0,131.0,284.0,138.60337463035623,43.751908618257026,94.8514660120992,Bandit100,DNMT3A_002_26_55,F
DNMT3a_002_26_56_Bandit100_20250428.csv,72.96296296296296,56.635318704284224,967,1.7841328413284132,0.63,0.13,72.8862973760933,44.18604651162791,55.81395348837209,70.0,72.63157894736842,52.121212121212125,59.01116427432217,69.36936936936937,74.56896551724138,55.172413793103445,38.59649122807017,542.0,172.0,370.0,180.26746325652297,57.206648856313564,123.06081440020941,Bandit100,DNMT3A_002_26_56,F
DNMT3a_002_26_59_Bandit100_20250428.csv,87.22222222222221,67.09323583180988,550,1.5027322404371584,0.88,0.13,91.57509157509158,52.38095238095239,47.61904761904761,79.99999999999999,89.16666666666666,62.98701298701299,68.70229007633588,90.0,92.11822660098522,44.44444444444444,58.333333333333336,367.0,97.0,270.0,122.88946505598253,32.48032182678557,90.40914322919696,Bandit100,DNMT3A_002_26_59,M
DNMT3a_002_27_40_Bandit100_20250428.csv,77.00000000000001,62.225475841874086,686,1.6179245283018868,0.595,0.12,80.13245033112582,44.44444444444444,55.55555555555556,70.0,78.66666666666667,57.028112449799195,65.2073732718894,78.94736842105263,80.58252427184466,47.72727272727273,42.857142857142854,425.0,142.0,283.0,147.17021967319553,49.17216751433828,97.99805215885726,Bandit100,DNMT3A_002_27_40,M
DNMT3a_002_28_31_Bandit100_20250428.csv,79.13043478260869,66.34214186369958,718,1.5052410901467506,0.63,0.2,85.56701030927834,58.333333333333336,41.66666666666667,84.44444444444444,77.22222222222224,60.32388663967612,69.49152542372882,80.15873015873017,88.16793893129771,41.17647058823529,73.68421052631578,477.0,149.0,328.0,158.83822033114419,49.61613171769494,109.22208861344924,Bandit100,DNMT3A_002_28_31,M
FMR1_007_207_61_Bandit100_20251103.csv,69.25925925925925,54.67196819085487,1016,1.8506375227686702,1.16,0.1,69.3069306930693,45.16129032258064,54.83870967741935,55.714285714285715,70.0,44.52554744525548,58.46994535519126,59.78260869565217,72.11538461538461,30.303030303030305,53.333333333333336,550.0,123.0,427.0,179.6020182550031,40.1655422643007,139.4364759907024,Bandit100,FMR1_007_207_61,F
FMR1_007_210_79_Bandit100_20251103.csv,87.4074074074074,70.88607594936708,789,1.4089285714285715,0.56,0.15,92.05020920502092,39.39393939393939,60.60606060606061,82.85714285714285,90.49999999999999,66.06334841628959,72.75922671353251,94.01709401709401,91.41274238227147,0.0,41.935483870967744,560.0,146.0,414.0,188.4244222725892,49.124938663925036,139.29948360866416,Bandit100,FMR1_007_210_79,M
FMR1_007_211_81_Bandit100_20251103.csv,71.81818181818181,62.585034013605444,739,1.6065217391304347,1.1,0.23,81.57894736842105,57.14285714285714,42.857142857142854,86.66666666666669,71.57894736842105,67.64705882352942,61.43572621035058,92.3076923076923,79.06137184115524,55.55555555555556,57.377049180327866,460.0,91.0,369.0,150.6635884955249,29.805188158897316,120.85840033662757,Bandit100,FMR1_007_211_81,F
FMR1_007_211_83_Bandit100_20251103.csv,69.19999999999999,58.08656036446469,879,1.7269155206286837,1.77,0.16,65.38461538461539,51.26050420168067,48.739495798319325,70.0,68.0,55.61497326203209,58.75542691751085,64.1025641025641,65.7051282051282,52.38095238095239,51.02040816326531,510.0,104.0,406.0,170.78010666005207,34.825747240481206,135.9543594195709,Bandit100,FMR1_007_211_83,F
FMR1_007_213_39_Bandit100_20251103.csv,79.61538461538463,70.2774108322325,758,1.4248120300751879,0.63,0.09,85.60975609756098,41.46341463414634,58.536585365853654,82.0,78.57142857142858,75.47169811320755,68.89632107023411,90.69767441860465,84.25925925925925,25.0,45.45454545454545,532.0,120.0,412.0,178.6865808573417,40.3052438024079,138.3813370549338,Bandit100,FMR1_007_213_39,M
