filename,Sex$,Genotype$,Pellets_FR1,Left_Poke_FR1,Right_Poke_FR1,Total_Pokes_FR1,Accuracy_FR1,PokesPerPellet_FR1,RetrievalTime_FR1,InterPelletInterval_FR1,PokeTime_FR1,%MealPellets_FR1,%GrazingPellets_FR1,NumMeals_FR1,AvgMealSize_FR1,AvgMealDuration_FR1,RecordingHours_FR1,MealsPerHour_FR1,Daily_Pellets_FR1,Left Poke with Pellet_FR1,Within_meal_pellet_rate_FR1,%MealPellets_Day_FR1,%GrazingPellets_Day_FR1,Pellets_Day_FR1,NumMeals_Day_FR1,AvgMealSize_Day_FR1,AvgMealDuration_Day_FR1,MealsPerHour_Day_FR1,Accuracy_Day_FR1,%MealPellets_Night_FR1,%GrazingPellets_Night_FR1,Pellets_Night_FR1,NumMeals_Night_FR1,AvgMealSize_Night_FR1,AvgMealDuration_Night_FR1,MealsPerHour_Night_FR1,Accuracy_Night_FR1
NF1_003_146_50_FR1_20250807.csv,M,Wt,180.0,180.0,58.0,238.0,75.63025210084034,1.3222222222222222,0.66,23.0,0.10500000000000001,87.22222222222223,12.777777777777779,22.0,7.136363636363637,137.8181818181818,24.821666666666665,0.8863224333579535,173.87221197383866,15.0,20.562866515764686,94.73684210526316,5.2631578947368425,57.0,10.0,5.4,119.4,0.4028738333445243,90.47619047619048,83.73983739837398,16.260162601626018,123.0,12.0,8.583333333333334,153.16666666666666,1.0099357101110462,70.28571428571428
NF1_003_145_35_FR1_20250807.csv,F,Het,182.0,182.0,76.0,258.0,70.54263565891473,1.4175824175824177,1.13,26.0,0.155,75.27472527472527,24.725274725274726,33.0,4.151515151515151,73.18181818181819,22.57611111111111,1.4617220759406453,193.46218673490733,6.0,21.79217084685432,82.05128205128206,17.94871794871795,39.0,7.0,4.571428571428571,94.42857142857143,0.3100622585328641,48.75,73.42657342657343,26.573426573426573,143.0,26.0,4.038461538461538,67.46153846153847,2.4595979503350414,80.33707865168539
NF1_003_145_37_FR1_20250807.csv,F,Het,190.0,190.0,40.0,230.0,82.6086956521739,1.2105263157894737,0.69,42.0,0.135,52.10526315789474,47.89473684210526,21.0,4.714285714285714,85.04761904761905,22.983333333333334,0.9137055837563451,198.3878569615817,8.0,22.38112575402238,82.92682926829268,17.073170731707318,41.0,7.0,4.857142857142857,96.42857142857143,0.3045685279187817,71.9298245614035,43.624161073825505,56.375838926174495,149.0,14.0,4.642857142857143,79.35714285714286,1.1999142918362973,86.1271676300578
NF1_003_147_5_FR1_20250807.csv,F,Het,179.0,179.0,45.0,224.0,79.91071428571429,1.2513966480446927,0.97,29.0,0.11,81.56424581005587,18.435754189944134,24.0,6.083333333333333,134.79166666666666,26.412777777777777,0.9086511158319838,162.63486655309484,17.0,24.728052611500416,77.02702702702703,22.972972972972972,74.0,11.0,5.181818181818182,130.54545454545453,0.41646509475632587,93.67088607594937,84.76190476190476,15.238095238095237,105.0,13.0,6.846153846153846,138.3846153846154,1.1120615911035072,72.41379310344827
NF1_003_147_1_FR1_20250807.csv,F,Het,193.0,193.0,70.0,263.0,73.38403041825094,1.3626943005181347,0.63,23.0,0.16,80.31088082901555,19.689119170984455,20.0,7.75,147.4,23.281944444444445,0.85903477897751,198.93821357416397,22.0,18.892483724824842,79.16666666666667,20.833333333333332,72.0,9.0,6.333333333333333,147.22222222222223,0.3865656505398795,86.74698795180723,80.99173553719008,19.00826446280992,121.0,11.0,8.909090909090908,147.54545454545453,1.0244470314318974,67.22222222222223
NF1_003_147_6_FR1_20250807.csv,F,Het,181.0,181.0,65.0,246.0,73.57723577235772,1.3591160220994476,0.75,31.5,0.16,64.08839779005525,35.91160220994475,19.0,6.105263157894737,119.84210526315789,21.61277777777778,0.8791095802380279,182.78554397120016,34.0,21.406359158467325,62.96296296296296,37.03703703703704,54.0,6.0,5.666666666666667,121.16666666666667,0.27761355165411405,61.36363636363637,64.56692913385827,35.43307086614173,127.0,13.0,6.3076923076923075,119.23076923076923,1.111480549090391,80.37974683544303
NF1_003_141_18_FR1_20250807.csv,F,Het,179.0,179.0,35.0,214.0,83.64485981308411,1.1955307262569832,0.63,28.0,0.14,89.94413407821229,10.05586592178771,22.0,7.318181818181818,172.72727272727272,26.210555555555555,0.8393564933550944,163.89301004620407,257.0,26.74095766693462,84.84848484848484,15.151515151515152,33.0,4.0,7.0,177.5,0.15261027151910808,100.0,91.0958904109589,8.904109589041095,146.0,18.0,7.388888888888889,171.66666666666666,1.7501688048615802,80.66298342541437
NF1_003_140_10_FR1_20250807.csv,F,Het,145.0,145.0,39.0,184.0,78.80434782608695,1.2689655172413794,1.07,34.0,0.17,78.62068965517241,21.379310344827587,18.0,6.333333333333333,152.33333333333334,26.285,0.6848012174243865,132.06831119544592,220.0,29.485035428335948,52.38095238095238,47.61904761904762,21.0,3.0,3.6666666666666665,102.0,0.11413353623739775,71.42857142857143,83.06451612903226,16.93548387096774,124.0,15.0,6.866666666666666,162.4,1.5627713144643167,80.12820512820514
NF1_003_140_14_FR1_20250807.csv,F,Het,243.0,243.0,47.0,290.0,83.79310344827586,1.1934156378600822,0.63,27.5,0.19,78.18930041152264,21.810699588477366,25.0,7.6,171.48,19.453055555555554,1.285145150004998,265.45289030496133,46.0,22.00985080006114,90.66666666666667,9.333333333333334,75.0,7.0,9.714285714285714,224.71428571428572,0.3598406420013994,89.28571428571429,72.61904761904762,27.38095238095238,168.0,19.0,6.421052631578948,141.26315789473685,1.637460499856363,81.55339805825243
NF1_003_141_21_FR1_20250807.csv,F,Het,175.0,175.0,115.0,290.0,60.3448275862069,1.6571428571428573,0.44999999999999996,29.0,0.17,84.57142857142857,15.428571428571429,26.0,5.6923076923076925,128.5,22.71611111111111,1.144562107168187,184.73944651475352,1.0,24.219887603813923,84.21052631578948,15.789473684210526,57.0,7.0,6.857142857142857,163.14285714285714,0.30815133654528115,90.47619047619048,84.7457627118644,15.254237288135593,118.0,19.0,5.2631578947368425,115.73684210526316,1.655733339788434,51.98237885462555
