,session_length,total_rewards,reward_rate,correct_port_rate,action_bias,alpha,beta,bias,lapse,best_loss,Session_type,Mouse_ID,Gene,Sex,Genotype
76,1085,616,0.567741935,0.5806451612903226,-0.083870968,0.21547392010688782,11.865889549255371,-0.654288054,0.63275969,0.6348857826900922,Bandit,NF1Cohort1_222_6953-16,NF1Cohort1,m,Wt
77,1414,907,0.6414427157001414,0.6534653465346535,-0.073550212,0.2841596305370331,10.042922973632812,-0.138818264,0.552564263,0.5974149582578235,Bandit,NF1Cohort1_222_6953-18,NF1Cohort1,f,Wt
78,1200,564,0.47,0.4875,0.071666667,0.004673939,10.823823928833008,0.050097056,0.033614687621593475,0.6590715026855469,Bandit,NF1Cohort1_222_6953-20,NF1Cohort1,f,Wt
79,1135,721,0.6352422907488987,0.6634361233480176,0.083700441,0.32117876410484314,2.5837390422821045,0.46278804540634155,0.3116864264011383,0.5837704024125826,Bandit,NF1Cohort1_222_6953-21,NF1Cohort1,m,Wt
80,1141,628,0.5503943908851884,0.5626643295354952,0.123575811,0.6655253767967224,11.266274452209473,0.9544691443443298,0.6901905536651611,0.6674110887345256,Bandit,NF1Cohort1_222_6953-22,NF1Cohort1,f,Wt
81,845,586,0.693491124,0.7159763313609467,0.043786982,1,1.2393262386322021,0.13508279621601105,0.007965261,0.5523397772975221,Bandit,NF1Cohort1_222_6955-9,NF1Cohort1,m,Wt
82,968,621,0.6415289256198347,0.6642561983471075,0.047520661,1,12.411357879638672,-0.034746505,0.5995983481407166,0.6253393504245222,Bandit,NF1Cohort1_222_6955-12,NF1Cohort1,f,Wt
83,825,455,0.5515151515151515,0.6181818181818182,-0.064242424,0.39941394329071045,20,-0.336863965,0.6459850072860718,0.6317857776988637,Bandit,NF1Cohort1_222_6955-15,NF1Cohort1,f,Wt
84,877,593,0.6761687571265679,0.6955530216647663,0.096921323,0.4746091365814209,1.2854132652282715,0.3312835395336151,0.001524174,0.5643531860212372,Bandit,NF1Cohort1_222_6956-50,NF1Cohort1,m,Wt
85,1274,767,0.6020408163265306,0.6059654631083202,-0.01255887,0.4456748962402344,10.231158256530762,-0.61238569,0.7310823798179626,0.6598508825856063,Bandit,NF1Cohort1_222_6956-51,NF1Cohort1,m,Wt
86,832,529,0.6358173076923077,0.6550480769230769,0.1298076923076923,0.3694610893726349,2.4785211086273193,0.49832653999328613,0.3539581894874573,0.592134219,Bandit,NF1Cohort1_222_6958-43,NF1Cohort1,m,Wt
87,1258,707,0.5620031796502385,0.5739268680445151,0.10810810810810811,0.086327836,14.451606750488281,0.27971401810646057,0.6998431086540222,0.6541317210477942,Bandit,NF1Cohort1_222_6959-27,NF1Cohort1,f,Wt
88,1016,577,0.5679133858267716,0.577755906,0.082677165,0.2293914556503296,4.910614967346191,0.6867961883544922,0.6996480822563171,0.6651816781111589,Bandit,NF1Cohort1_222_6960-42,NF1Cohort1,f,Wt
89,1089,679,0.6235078053259872,0.6391184573002755,0.083562902,0.35786646604537964,4.746408462524414,0.4166361093521118,0.587660015,0.6273391765668044,Bandit,NF1Cohort1_222_6961-1,NF1Cohort1,m,Wt
90,954,613,0.6425576519916143,0.660377358,-0.033542977,0.24118612706661224,1.9833310842514038,0.016982194036245346,0.27195078134536743,0.590624411,Bandit,NF1Cohort1_222_6961-2,NF1Cohort1,m,Wt
91,1264,683,0.5403481012658228,0.5609177215189873,0.21202531645569622,0.2669721245765686,1.8472932577133179,0.9238111972808838,0.4912334382534027,0.6475321129907535,Bandit,NF1Cohort1_222_6961-4,NF1Cohort1,f,Wt
92,936,516,0.5512820512820513,0.6047008547008547,-0.066239316,0.25805532932281494,9.895336151123047,0.17401549220085144,0.6612423658370972,0.6426539624858106,Bandit100,NF1Cohort2_003_140_8,NF1Cohort2,f,Wt
93,846,473,0.5591016548463357,0.6134751773049646,0.078014184,0.2878195643424988,17.158950805664062,0.5133553743362427,0.7137579321861267,0.6559249120401153,Bandit100,NF1Cohort2_003_140_11,NF1Cohort2,f,Wt
94,1083,571,0.5272391505078485,0.5863342566943675,0.002770083,1,5.696788787841797,0.047188167,0.7476860284805298,0.6673159048938134,Bandit100,NF1Cohort2_003_140_12,NF1Cohort2,f,Wt
95,849,470,0.5535924617196702,0.6136631330977621,-0.024734982,1,1.8872978687286377,-0.149164855,0.5122581720352173,0.6414905633465842,Bandit100,NF1Cohort2_003_140_15,NF1Cohort2,f,Wt
96,848,450,0.5306603773584906,0.6450471698113207,0.004716981,0.7572208642959595,1.2348607778549194,-0.018689945,0.18916234374046326,0.6243422886110702,Bandit100,NF1Cohort2_003_141_19,NF1Cohort2,f,Wt
97,901,569,0.6315205327413984,0.6748057713651499,-0.014428413,0.5797690153121948,14.506194114685059,-0.050251108,0.600743294,0.614729565,Bandit100,NF1Cohort2_003_141_23,NF1Cohort2,m,Wt
98,954,527,0.5524109014675053,0.5786163522012578,0.050314465,0.20532745122909546,20,-0.419988006,0.8177860379219055,0.6778448652671318,Bandit100,NF1Cohort2_003_142_55,NF1Cohort2,m,Wt
99,576,370,0.6423611111111112,0.6944444444444444,0.017361111,0.4236069619655609,6.167011737823486,0.35616692900657654,0.5075761079788208,0.5913558536105685,Bandit100,NF1Cohort2_003_144_26,NF1Cohort2,m,Wt
100,755,460,0.609271523,0.6622516556291391,0.067549669,0.49257609248161316,2.973198413848877,0.2800561189651489,0.47172051668167114,0.6106030596802566,Bandit100,NF1Cohort2_003_144_28,NF1Cohort2,m,Wt
101,759,503,0.6627140974967062,0.7048748353096179,0.043478261,0.44395858,16.961877822875977,0.090867579,0.4993535578250885,0.571282187,Bandit100,NF1Cohort2_003_145_34,NF1Cohort2,m,Wt
102,440,264,0.6,0.6363636363636364,-0.15,0.22897754609584808,14.804551124572754,-0.532167315,0.5391934514045715,0.6011988553133878,Bandit100,NF1Cohort2_003_145_39,NF1Cohort2,m,Wt
103,982,530,0.539714868,0.6181262729124236,-0.057026477,0.40732571482658386,18.698034286499023,-0.101635486,0.6136282682418823,0.6217190185049644,Bandit100,NF1Cohort2_003_146_42,NF1Cohort2,f,Wt
104,756,513,0.6785714285714286,0.7301587301587301,-0.076719577,1,1.847853422164917,-0.36020261,0.19480730593204498,0.5490471572472305,Bandit100,NF1Cohort2_003_146_46,NF1Cohort2,m,Wt
105,733,445,0.607094134,0.6384720327421555,-0.031377899,0.8309833407402039,16.263347625732422,-0.731095135,0.6366837024688721,0.6296033664094475,Bandit100,NF1Cohort2_003_146_50,NF1Cohort2,m,Wt
106,1065,538,0.5051643192488263,0.5633802816901409,0.062910798,0.5886813998222351,4.664811134338379,0.4296014606952667,0.7593299150466919,0.6709313334433685,Bandit100,NF1Cohort2_003_147_2,NF1Cohort2,f,Wt
107,850,503,0.591764706,0.6635294117647059,0.011764706,1,2.852785587310791,-0.000903935,0.4718998968601227,0.6035778090533088,Bandit100,NF1Cohort2_003_147_4,NF1Cohort2,m,Wt
108,1070,522,0.48785046728971965,0.5467289719626168,-0.110280374,0.2665129005908966,1.723073124885559,-0.645725131,0.6381287574768066,0.6745509067428447,Bandit100,SHANK3B_004_67_3,SHANK3B,f,Wt
109,956,505,0.5282426778242678,0.6140167364016736,-0.0041841,0.5115219950675964,14.089580535888672,-0.133719712,0.6970338225364685,0.6495646712171482,Bandit100,SHANK3B_004_68_23,SHANK3B,m,Wt
110,949,474,0.4994731296101159,0.613277134,-0.127502634,0.23381035029888153,7.172025680541992,-0.480737031,0.5350804328918457,0.6199494533719705,Bandit100,SHANK3B_004_69_32,SHANK3B,m,Wt
111,793,450,0.5674653215636822,0.6242118537200504,0.021437578814627933,0.5967451930046082,18.694791793823242,0.056804392486810684,0.7014236450195312,0.6510284539279241,Bandit100,SHANK3B_004_69_33,SHANK3B,f,Wt
112,973,516,0.5303186022610483,0.5560123329907503,-0.081192189,0.1327182799577713,11.35944938659668,-0.167216122,0.7898308634757996,0.6745383408674845,Bandit100,SHANK3B_004_70_4,SHANK3B,m,Wt
113,849,431,0.5076560659599529,0.5500588928150766,-0.043580683,0.9956022500991821,18.46386719,0.5279141068458557,0.8268469572067261,0.6780846262146644,Bandit100,SHANK3B_004_71_38,SHANK3B,f,Wt
114,810,457,0.5641975308641975,0.6234567901234568,0.032098765432098775,0.3728531002998352,6.741133689880371,0.081641272,0.5085023641586304,0.5914114869671103,Bandit100,SHANK3B_004_72_63,SHANK3B,m,Wt
115,757,429,0.5667107001321003,0.6221928665785997,-0.038309115,0.6638615131378174,10.207856178283691,0.16303271055221558,0.654731274,0.6357183217057464,Bandit100,SHANK3B_004_73_12,SHANK3B,f,Wt
116,832,462,0.5552884615384616,0.6262019230769231,0.081730769,0.49072954058647156,15.961967468261719,0.4191720485687256,0.6108353734016418,0.6221307607797476,Bandit100,SHANK3B_004_73_16,SHANK3B,f,Wt
117,877,443,0.5051311288483467,0.5701254275940707,-0.103762828,0.2964198589324951,2.479572296142578,-0.473305196,0.500694752,0.6462443405029575,Bandit100,SHANK3B_004_75_47,SHANK3B,m,Wt
118,869,484,0.5569620253164557,0.6121979286536249,0.084004603,0.8059848546981812,17.681459426879883,0.1980588734149933,0.7129626274108887,0.6534308640948648,Bandit100,SHANK3B_004_77_56,SHANK3B,m,Wt
119,732,430,0.587431694,0.662568306,0.084699454,0.19748102128505707,2.7883033752441406,0.15898755192756653,0.014558612369000912,0.49781378240533214,Bandit100,SHANK3B_004_78_70,SHANK3B,m,Wt
120,946,500,0.5285412262156448,0.5887949260042283,-0.00422833,0.3963918089866638,11.254327774047852,-0.284307688,0.7462069392204285,0.6641414714918076,Bandit100,SHANK3B_004_115_85,SHANK3B,f,Wt
121,757,376,0.4966974900924703,0.5455746367239102,-0.088507266,0.8358149528503418,6.131114959716797,-0.752963126,0.7201570272445679,0.6655048486263623,Bandit100,SHANK3B_004_120_96,SHANK3B,m,Wt
122,863,486,0.5631517960602549,0.6060254924681344,-0.049826188,0.40037816762924194,6.893268108,-0.462143362,0.6921196579933167,0.6531908161256156,Bandit100,SHANK3B_004_122_12,SHANK3B,f,Wt
123,824,444,0.5388349514563107,0.6092233009708737,0.065533981,1,1.4128899574279785,0.30935415625572205,0.507578433,0.655305659,Bandit100,SHANK3B_004_122_15,SHANK3B,f,Wt
124,826,404,0.4891041162227603,0.585956416,-0.007263923,0.2326071858406067,4.630119323730469,-0.093085699,0.7429327964782715,0.671520242,Bandit100,SHANK3B_004_126_28,SHANK3B,f,Wt
